1000007761GREAT LAKES INDEPENDENT BOOKSELLERSVENDOR     
5000000380S P C MAUNFACTURING CO             VENDOR     
5000000381SIR SPEEDY                         VENDOR     
5000000382SRA INC                            VENDOR     
5000000383SHORT RUN LABELS                   VENDOR     
5000000384SIMON & SCHUSTER                   VENDOR     
5000000385WILLIAM HOLLOWAY LIMITED           VENDOR     
5000000386SIR SPEEDY                         VENDOR     
5000000387STROMBERG ALLEN & CO               VENDOR     
5000000388SCHOLASTIC TESTING SERVICE INC     VENDOR     
5000000389STEVENSON  THE COLOR CO            VENDOR     
5000000390SULLIVAN BROTHERS                  VENDOR     
5000000391SUNBURST TECHNOLOGY CORP           VENDOR     
5000000392TARGET PLASTICS                    VENDOR     
5000000393TAURUS DISPLAY CO                  VENDOR     
5000000394TECHNICOLOR VIDEO SVCS             VENDOR     
5000000395PACKAGING CREDIT CO LLC            VENDOR     
5000000396ULINE                              VENDOR     
5000000397UNITED PUB LIBRARY SERV            VENDOR     
5000000398UNITED PUBLISHERS LIBRARY SERVICES VENDOR     
5000000399VOCATIONAL ADJUSTMENT CENTER       VENDOR     
5000000400WORZALLA PUBLISHING CO             VENDOR     
5000000401WRS MOTION PICTURE AND VIDEO LAB   VENDOR     
5000000402ACME BOOKBINDING                   VENDOR     
5000000403ADDED INCENTIVES INC               VENDOR     
5000000404ANNENBERG/CPB PROJECT              VENDOR     
5000000405BRICK & BALLERSTEIN INC            VENDOR     
5000000406BOOKMART PRESS INC                 VENDOR     
5000000407BOOKSPAN                           VENDOR     
5000000408BROOK & WHITTLE LTD                VENDOR     
5000000409BANTA ISG  SPANISH FORK            VENDOR     
5000000410TOYSMITH/BEST TOYS                 VENDOR     
5000000411BANTAM DOUBLEDAY DELL              VENDOR     
5000000412BOSTON TAG & LABEL                 VENDOR     
5000000413BOWATER INC                        VENDOR     
5000000414CAMBRIDGE UNIVERSITY PRESS         VENDOR     
5000000415CALUMET CARTON CO                  VENDOR     
5000000416ST IVES INC CASE HOYT              VENDOR     
5000000417CITY DIECUTTING INC                VENDOR     
5000000418C J KREHBIEL                       VENDOR     
5000000419CORNELL UNIVERSITY                 VENDOR     
5000000420CORAL GRAPHICS                     VENDOR     
5000000421CHARLES C THOMAS PUBLISHER LTD     VENDOR     
5000000422CHISWICK TRADING CO                VENDOR     
5000000423DARLING MODELS                     VENDOR     
5000000424D & F PRINT SERVICES               VENDOR     
5000000425DMI                                VENDOR     
5000000426GOODWAY GRAPHICS OF MA INC         VENDOR     
5000000427DIAMOND MARKETING SOLUTIONS        VENDOR     
5000000428DIAMOND MARKETING SOLUTIONS        VENDOR     
5000000429DICKINSON PRESS INC                VENDOR     
5000000430ELEGANCE PRINTING                  VENDOR     
5000000431RENAISSANCE LEARNING, INC          VENDOR     
5000000432AMERIC DISC USA-MINNESOTA INC      VENDOR     
5000000433FAILSAFE DISK COMPANY              VENDOR     
5000000434FAILSAFE MEDIA COMPANY             VENDOR     
5000000435RR DONNELLEY RECEIVABLES, IN       VENDOR     
5000000436HAMILTON PRINTING CO               VENDOR     
5000000437HARPERCOLLINS PUBLISHERS           VENDOR     
5000000438GLOBAL INTERPRINT EAST INC         VENDOR     
5000000439INFOGRAPHIX INC                    VENDOR     
5000000440INTERVISUAL BOOK                   VENDOR     
5000000441WIDE RANGE INC                     VENDOR     
5000000442JOSEPH LEEB ENTERPRISES INC        VENDOR     
5000000443JAYS PUBLISHERS SERVICE            VENDOR     
5000000444KING PRINTING CO                   VENDOR     
5000000445KWIK KOPY                          VENDOR     
5000000446K & M PRINTING                     VENDOR     
5000000447KEYSTONE PROMOTIONS INC            VENDOR     
5000000448LEHIGH COLORTRONICS                VENDOR     
5000000449LOFTON LABEL INC                   VENDOR     
5000000450LEARNING RESOURCES INC             VENDOR     
5000000451LASERGRAPHICS INC                  VENDOR     
5000000452MAZER CORPORATION                  VENDOR     
5000000453MINUTEMAN PRESS                    VENDOR     
5000000454MINITAB INC                        VENDOR     
5000000455MATHESON HIGGINS CONGRESS PRESS INCVENDOR     
5000000456METRITECH                          VENDOR     
5000000457U&I GRAPHIC COMMUNICATIONS         VENDOR     
5000000458PSYCHOLOGICAL ASSESSMENT RESOURCES VENDOR     
5000000459PHOENIX LEARNING GROUP INC         VENDOR     
5000000460PLAY VISION INC                    VENDOR     
5000000461PSYCHOLOGICAL ASSESSMENT RESOURCES VENDOR     
5000000462ROYAL LABEL CO INC                 VENDOR     
5000000463SAGE PUBLICATIONS                  VENDOR     
5000000464J S MCCARTHY CO INC                VENDOR     
5000000465SARGENT ART                        VENDOR     
5000000466SHAWMUT ADVERTISING INC            VENDOR     
5000000467SOLO PRINTING                      VENDOR     
5000000468SOPHIA'S                           VENDOR     
5000000469SIR SPEEDY                         VENDOR     
5000000470SIR SPEEDY                         VENDOR     
5000000471SASSY INC                          VENDOR     
5000000472STINEHOUR PRESS                    VENDOR     
5000000473STOELTING                          VENDOR     
5000000474STRATHMORE COMPANY                 VENDOR     
5000000475PHILIP WOOD INC                    VENDOR     
5000000480BEST BOOK MANUFACTURES INC         VENDOR     
5000000485BANTA ISG SPECIAL SERVICES         VENDOR     
5000000486AUSTRALIAN LICENSING CORP PTY LTD  VENDOR     
5000000487SHERIDAN BOOKS INC                 VENDOR     
5000000490ABC DARIAN                         VENDOR     
5000000491OPERATION COMPASSION               VENDOR     
5000000492FIREFLY BOOKS LTD                  VENDOR     
5000000493HARCOURT INC                       VENDOR     
5000000495SIGMA ASSESSMENT SYSTEMS INC       VENDOR     
5000000496ALL LINE INC                       VENDOR     
5000000500RC2 BRANDS INC                     VENDOR     
5000000501BIND RITE UNION GRAPHICS LLC       VENDOR     
5000000502BAY STATE ENVELOPE                 VENDOR     
5000000503GRAPHIX PRODUCTS INC               VENDOR     
5000000504STEVE SPANGLER SCIENCE INC         VENDOR     
5000000505ABECEDARIAN                        VENDOR     
5000000506OPTICAL DISC SOLUTIONS             VENDOR     
5000000507NATURE SOUND STUDIO                VENDOR     
5000000508BANTA INTEGRATED MEDIA             VENDOR     
5000000510SHENZHEN DONNELLEY BRIGHT          VENDOR     
5000000515TIME WARNER BOOK GROUP             VENDOR     
5000000516DB HESS CO                         VENDOR     
5000000517CREATIVE LEARNING PRESS INC        VENDOR     
5000000520DREW & ROGERS INC                  VENDOR     
5000000521TBS                                VENDOR     
5000000522CONCEPT                            VENDOR     
5000000523SCHIELE GRAPHICS                   VENDOR     
5000000524MIDWEST PROMOTIONAL GROUP          VENDOR     
5000000525RE-SOURCE DATA PRODUCTIONS         VENDOR     
5000000530LEHIGH LITHOGRAPHERS               VENDOR     
5000000531COMBINED TECH INC                  VENDOR     
5000000532NEW DIMENSION MEDIA                VENDOR     
5000000533RNR PLASTICS IN                    VENDOR     
5000000535PROMOTIONAL INDUSTRIES INC         VENDOR     
5000000536ALCOA FLEXIBLE PACKAGING LLC       VENDOR     
5000000540UNIKEEP                            VENDOR     
5000000541NORDICA INTERNATIONAL LTD          VENDOR     
5000000542PENNSYLVANIA STATE UNIVERSITY      VENDOR     
5000000543EVIGNA BRAND INSIGHT               VENDOR     
5000000544BRADY PALMER PRINTING CO           VENDOR     
5000000545COEDITIONS INTERNATIONALES         VENDOR     
5000000546HARPERCOLLINS CHILDRENS BOOKS      VENDOR     
5000000547TOPPAN EXCEL (THAILAND) CO LTD     VENDOR     
5000000550BRESLICH & FOSS LIMITED            VENDOR     
5000000551TEMPLE INLAND                      VENDOR     
5000000552DUNECRAFT INC                      VENDOR     
5000000553HEINEMANN                          VENDOR     
5000000554RR DONNELLEY                       VENDOR     
5000000555AURELIE LAPAUTRE                   VENDOR     
5000000560INSPIRATION SOFTWARE               VENDOR     
5000000561TRANSCONTINENTAL INTERGLOBAL       VENDOR     
5000000562LECTORUM PUBLICATIONS INC          VENDOR     
5000000565RESOURCE DATA PRODUCTS INC         VENDOR     
5000000566EGMONT BOOKS LIMITED               VENDOR     
5000000567MICROPRINT INC                     VENDOR     
5000000568SCHOOL SPECIALTY INC               VENDOR     
5000000569SAUNDERS                           VENDOR     
5000000570ZERO TO THREE                      VENDOR     
5000000571ORION STAR                         VENDOR     
5000000575LANDMARK IMPRESSIONS               VENDOR     
5000000576ENTERPRISE                         VENDOR     
5000000577SEBRANEK INC                       VENDOR     
5000000578THE BOOK SERVICE LTD               VENDOR     
5000000579MASTER TAPE & LABEL PRINTERS       VENDOR     
5000000580HOGREFE & HUBER PUBLISHERS         VENDOR     
5000000581TAG TOYS INC                       VENDOR     
5000000582BALL BOUNCE & SPORT                VENDOR     
5000000585TRANSCONTINENTAL PRINTING GROUP    VENDOR     
5000000590QWIZDOM                            VENDOR     
5000000591WKT COMPANY LTD                    VENDOR     
5000000595FRANCES LINCOLN LTD                VENDOR     
5000000600GIBBS SMITH, PUBLISHER             VENDOR     
5000000601TEXAS INSTRUMENTS, INC             VENDOR     
5000000602J.P. DAS                           VENDOR     
5000000605SOCIAL STUDIES SCHOOL SERVICE      VENDOR     
5000000606WALKER BOOKS LIMITED               VENDOR     
5000000607MERCURY PRINT PRODUCTIONS INC      VENDOR     
5000000608FLAGSHIP PRESS INC                 VENDOR     
5000000609USA DATAFAX INC                    VENDOR     
5000000610WOMEN MAKES MOVIES                 VENDOR     
5000000611WILSON LOGISTICS INC               VENDOR     
5000000648CHICAGO PRESS CORP                 VENDOR     
5000000649CHRONICLE BOOKS                    VENDOR     
5000000650CONSULTING PSYCHOLOGISTS PRESS INC VENDOR     
5000000651PIONEER                            VENDOR     
5000000652PIONEER                            VENDOR     
5000000653CEDANT                             VENDOR     
5000000654NICHE SALES & DISTRIBUTION         VENDOR     
5000000655LEARNING COMPANY                   VENDOR     
5000000656HAMPTON BROWN                      VENDOR     
5000000657HARCOURT TRADE DIVISION            VENDOR     
5000000658TANGIBLE DATA                      VENDOR     
5000000659HORIZON PAPER                      VENDOR     
5000000660COLOR FILM CORP                    VENDOR     
5000000661GARRITY INDUSTRIES                 VENDOR     
5000000662GROLIER INTERACTIVE INC            VENDOR     
5000000663PRIME ENTERTAINMENT                VENDOR     
5000000664PICS                               VENDOR     
5000000665IMAGE MEDIA GROUP INC              VENDOR     
5000000666USA GROUP                          VENDOR     
5000000667MIDLAND PRESS CORPORATION          VENDOR     
5000000668RIVERDEEP                          VENDOR     
5000000669GREAT NORTHERN PAPER               VENDOR     
5000000670MEDIA INTERNATIONAL                VENDOR     
5000000671ELWOOD INDUSTRIES                  VENDOR     
5000000672K & L LOOSELEAF PRODUCTS INC       VENDOR     
5000000673HANDI-CRAFT COMPANY                VENDOR     
5000000674BETAPAK CORPORATION                VENDOR     
5000000675ADAMS FOAM                         VENDOR     
5000000676SPARKLE PARTY SALES                VENDOR     
5000000677VISUAL PRINTING                    VENDOR     
5000000678PUBLISHERS GRAPHICS                VENDOR     
5000000679RSM LOCK & SAFE LTD                VENDOR     
5000000680THE DB HESS COMPANY                VENDOR     
5000000681KELVYN PRESS                       VENDOR     
5000000682INDEPENDENT PUBLISHERS GROUP       VENDOR     
5000000683VORIS COMMUNICATIONS               VENDOR     
5000000684CREATIVE PRINTING SERVICES INC     VENDOR     
5000000685RAND MCNALLY                       VENDOR     
5000000686SCHIELE GRAPHICS                   VENDOR     
5000000687SIR SPEEDY PRINTING CENTER         VENDOR     
5000000688TEMPLE INLAND DISPLAY & PACKAGING  VENDOR     
5000000689HOUGHTON MIFFLIN COMPANY           VENDOR     
5000000690COURIER - KENDALLVILLE             VENDOR     
5000000691R R DONNELLEY RECEIVABLES INC      VENDOR     
5000000692COLBERT PACKAGING                  VENDOR     
5000000693WORLD MEDIA GROUP INC              VENDOR     
5000000694CRA-WAL                            VENDOR     
5000000695PRIME DISTRIBUTION                 VENDOR     
5000000696P & S COCHRAN PRINTERS INC         VENDOR     
5000000697LINDENMEYR PAPER COMPANY INC       VENDOR     
5000000698ENCRYPTION TECHNOLOGY              VENDOR     
5000000699WWF BOOK PUBLISHING                VENDOR     
5000000700HAMPSHIRE PRESS INC                VENDOR     
5000000701RAND-WHITNEY PACKAGING             VENDOR     
5000000702PACKAGED GOODS                     VENDOR     
5000000703TEXAS INSTRUMENTS                  VENDOR     
5000000704R E SMITH PRINTING COMPANY         VENDOR     
5000000705HOUGHTON MIFFLIN XEROX COPY CTR    VENDOR     
5000000706TECH DOC PUB                       VENDOR     
5000000707GOODWAY GRAPHICS                   VENDOR     
5000000708MAC/DONNELL PRINTING               VENDOR     
5000000709IMAGE SOFTWARE                     VENDOR     
5000000710COURIER COMPANIES INC              VENDOR     
5000000711CHARLES RIVER PRESS                VENDOR     
5000000712BOUTWELL OWENS                     VENDOR     
5000000713GH DEAN CO                         VENDOR     
5000000714QUEBECOR PRINTING BOOK GROUP       VENDOR     
5000000715SUNDANCE PUBLISHERS                VENDOR     
5000000716LEARNING COMPANY                   VENDOR     
5000000717TEC DOC PUBLISHING                 VENDOR     
5000000718TROUBADOUR INTERACTIVE             VENDOR     
5000000719DATA FORMS                         VENDOR     
5000000720LABEL HAUS INC                     VENDOR     
5000000721SERVIGRAPHICS                      VENDOR     
5000000722MINUTEMAN PRESS                    VENDOR     
5000000723EDUCATIONAL ELECTRONICS            VENDOR     
5000000724ISABELLA STEWART GARDNER MUSEUM INCVENDOR     
5000000725TIME WARNER BOOK GROUP             VENDOR     
5000000726WINTER & COMPANY INC               VENDOR     
5000000727PRATT PAPER COMPANY                VENDOR     
5000000728VICTOR GRAPHICS                    VENDOR     
5000000729SKILLS BANK                        VENDOR     
5000000730PHOENIX BOOK TECH PARK             VENDOR     
5000000731WILLIAMS & WILKINS                 VENDOR     
5000000732SAUNDERS MANUFACTURING COMPANY     VENDOR     
5000000733DOCDATA NEW ENGLAND INC            VENDOR     
5000000734INTERNATIONAL PURCHASING ASSOC     VENDOR     
5000000735SIGMA ASSESSMENT SYSTEMS INC       VENDOR     
5000000736TECHNICOLOR                        VENDOR     
5000000737EVIGNA                             VENDOR     
5000000738BLACKBOURN INC                     VENDOR     
5000000739BANTA DIRECT MARKETING             VENDOR     
5000000740BINDCO CORPORATION                 VENDOR     
5000000741ZOMAX OPTICAL MEDIA                VENDOR     
5000000742MASTERCRAFT LABLES                 VENDOR     
5000000743PEARSON ASSESSMENTS PRINT SERVICES VENDOR     
5000000744LECTORUM PUBLICATIONS              VENDOR     
5000000745VON HOFFMANN                       VENDOR     
5000000746TECHNICAL COMMUNICATION SERVICES   VENDOR     
5000000747ITP                                VENDOR     
5000000748EDWARDS BROTHERS                   VENDOR     
5000000749UNIVERSITY OF NEBRASKA PRESS       VENDOR     
5000000750DURADEX INCORP                     VENDOR     
5000000751CASSETTE DUB INC                   VENDOR     
5000000752ATCO PRODUCTS INC                  VENDOR     
5000000753ENESCO LLC                         VENDOR     
5000000754DREW &  ROGERS                     VENDOR     
5000000755MACNAUGHTON EINSON                 VENDOR     
5000000756RRD-GRAPHIC MANAGEMENT             VENDOR     
5000000757LEHIGH/PRECISION                   VENDOR     
5000000758AIM DISTRIBUTION CENTER            VENDOR     
5000000759DREW & ROGERS                      VENDOR     
5000000760LAWRENCE ERLBAUM ASSOC             VENDOR     
5000000761FIREFLY BOOKS                      VENDOR     
5000000762HAMILTON PRINTING CO               VENDOR     
5000000763LECTORUM PUBLICATIONS              VENDOR     
5000000764ALLEN FIELD CO                     VENDOR     
5000000765TOPPAN LEEFUNG PRINTING LTD        VENDOR     
5000000766VAIL-BALLOU PRESS                  VENDOR     
5000000767BULKLEY DUNTON PUBLISHING GROUP    VENDOR     
5000000768PENGUIN PUTNAM INC                 VENDOR     
5000000769US NEWS CLASSROOM PROGRAM          VENDOR     
5000000770STRATEGIC PAPER GROUP              VENDOR     
5000000771JUNGLE MEDIA GROUP                 VENDOR     
5000000772CONCEPT DISPLAY & PACKAGING        VENDOR     
5000000773ENTERPRISE PRESS                   VENDOR     
5000000774MERCURY PRINT PRODUCTIONS          VENDOR     
5000000775CINDIE KRIDLE                      VENDOR     
5000000776HENRY HOLT & COMPANY               VENDOR     
5000000777SCHOLASTIC                         VENDOR     
5000000778SCHOLASTIC                         VENDOR     
5000000779SIMON & SCHUSTER                   VENDOR     
5000000780MEAD WESTVACO PAPER                VENDOR     
5000000781PRESS OF OHIO                      VENDOR     
5000000782HOGREFE & HUBER PUBLISHERS         VENDOR     
5000000783DUNECRAFT INC                      VENDOR     
5000000784WHITE GRAPHICS INC                 VENDOR     
5000000785STODDART PUBLISHING COMPANY        VENDOR     
5000000786WARNER MEDIA SERVICES              VENDOR     
5000000787WARNER MEDIA SERVICES              VENDOR     
5000000788HUGGINS PRINTING                   VENDOR     
5000000789CONTINENTAL PRESS                  VENDOR     
5000000790FRY COMMUNICATIONS                 VENDOR     
5000000791PENGUIN PUTNAM INC                 VENDOR     
5000000792INTELLIGENCER PRINTING             VENDOR     
5000000793PENNSYLVANIA CENTER FOR THE BOOK   VENDOR     
5000000794IMPRIMERIES QUEBECOR ST JEAN       VENDOR     
5000000795TAYLOR BOX CO                      VENDOR     
5000000796IVEX PACKAGING CORPORATION         VENDOR     
5000000797CLAYS UK                           VENDOR     
5000000798BIDDLES LIMITED                    VENDOR     
5000000799QUEBECOR PRINTING KINGSPORT        VENDOR     
5000000800NICHOLSTONE INC                    VENDOR     
5000000801FLORALSTUFF.COM                    VENDOR     
5000000802ABECEDARIAN                        VENDOR     
5000000803RRD-HARRISONBURG NORTH             VENDOR     
5000000804GRAPHICOM SRI                      VENDOR     
5000000805PENGUIN BOOKS                      VENDOR     
5000000806BOOK PRESS/QUEBECOR                VENDOR     
5000000807CAPITAL CITY PRESS                 VENDOR     
5000000808QUEBECOR INTEGRATED MEDIA          VENDOR     
5000000809DIVERSFIELD SYSTEMS GROUP          VENDOR     
50000008103M OPTICAL RECORDING IMATION       VENDOR     
5000000811EDWARDS BROTHERS INC               VENDOR     
5000000812WEBCRAFTERS INC                    VENDOR     
5000000813UNIFIED SOLUTIONS                  VENDOR     
5000000814ZEIER PLASTIC & MFG INC            VENDOR     
5000000815SEBRANEK INC                       VENDOR     
5000000816RANDOM HOUSE CHIDRENS BOOKS UK     VENDOR     
5000000817VERLAG HANS HUBER                  VENDOR     
5000000818MCH MULTIMEDIA                     VENDOR     
5000000819DISTRIBUIDORA NORMA INC            VENDOR     
5000000820BEMROSE SECURITY PRINTING          VENDOR     
5000000821BUTLER AND TANNER                  VENDOR     
5000000822OMINA                              VENDOR     
5000000823J W ARROWSMITH                     VENDOR     
5000000824PRINTER PORTUGUESA                 VENDOR     
5000000825SING CHEONG                        VENDOR     
5000000826MIDAS                              VENDOR     
5000000827WESTONS DEVELOPMENT LIMITED        VENDOR     
5000000828BELL & BAIN                        VENDOR     
5000000829GARZANTI VERGA                     VENDOR     
5000000830SUN FUNG OFFSET BINDING CO LTD     VENDOR     
5000000831TLACIARNE BB                       VENDOR     
5000000832TIMES OFFSET                       VENDOR     
5000000833SKIVA PRINTING AND BINDING         VENDOR     
5000000834A & C BLACK LIMITED                VENDOR     
5000000835ALLEN AND UNWIN PARTY LTD          VENDOR     
5000000836CLAVIS EDITIONS                    VENDOR     
5000000837DORLING KINDERSLEY                 VENDOR     
5000000838GRUPO ANAYA                        VENDOR     
5000000839HODDER HEADLINE AUSTRALIA          VENDOR     
5000000840ORION PUBLISHING GROUP LTD         VENDOR     
5000000841SCHOLASTIC AUSTRALIA PTY LTD       VENDOR     
5000000842TRANSWORLD PUBLISHERS              VENDOR     
5000000843CREATIVE PRINT & DESIGN GROUP      VENDOR     
5000000844TIMS PRINTING CO LTD               VENDOR     
5000000845GOLDEN CUP PRINTING CO LTD         VENDOR     
5000000846TECHSON PAPER & PLASTIC PRODUCTS   VENDOR     
5000000847THOMSON PRESS LTD                  VENDOR     
5000000849CCI-EAROBICS                       VENDOR     
5000000850Skills Bank                        VENDOR     
5000000851TIMES OFFSET                       VENDOR     
5000000852WOMEN MAKE MOVIES                  VENDOR     
5000000853WILSON LOGISTICS                   VENDOR     
5000000854HALIFAX CTR-CODE                   VENDOR     
5000000855WEST PUBLISHING CORPORATION        VENDOR     
5000000856SOCIAL STUDIES SCHOOL SERVICES     VENDOR     
5000000857RUSS BERRIE                        VENDOR     
5000000858BR PRINTERS                        VENDOR     
5000000859OXFORD UNIVERSITY PRESS            VENDOR     
5000000860LAROUSSE MEXICO                    VENDOR     
5000000861WWF-BOOK PUBLISHING DIVISION       VENDOR     
5000000862SCANTRON CORPORATION               VENDOR     
5000000863USA DATA FAX, INC.                 VENDOR     
5000000864COURIER STOUGHTON                  VENDOR     
5000000865COURIER - WESTFORD                 VENDOR     
5000000866 CONNECTICUT PRINTERS              VENDOR     
5000000867 RAND MCNALLY                      VENDOR     
5000000868RRD-WILLARD                        VENDOR     
5000000869 RINGIER AMERICA                   VENDOR     
5000000870QUEBECOR WORLD TAUNTON             VENDOR     
5000000871 MAPLE VAIL BOOK MANUFACTURING GROUVENDOR     
5000000872 EASTERN PRESS                     VENDOR     
5000000873LEHIGH PRESS                       VENDOR     
5000000874 LOUIS PIZITZ MIDDLE SCH           VENDOR     
5000000875 EVANS PRINTING CO                 VENDOR     
5000000876 HOROWITZ/RAE PUBLISHING CO        VENDOR     
5000000877RRD-MIDWAY                         VENDOR     
5000000878THE PRESS OF OHIO                  VENDOR     
5000000879BEACON PRESS                       VENDOR     
5000000880 DELTA EDUCATION                   VENDOR     
5000000881 UNIVERSITY PRESS                  VENDOR     
5000000882BANTAM DOUBLEDAY DELL              VENDOR     
5000000883 RIVERSIDE PUBLISHING COMPANY      VENDOR     
5000000884 UNITED LITHO                      VENDOR     
5000000885 EDWARDS BROTHERS  INC             VENDOR     
5000000886 SUNRISE PLASTICS                  VENDOR     
5000000887 SOUTHEASTERN COLOR GRAPHICS       VENDOR     
5000000888 OHIO VALLEY LITHO                 VENDOR     
5000000889VON HOFFMAN PRESS C                VENDOR     
5000000890QUEBECOR WORLD- FAIRFIELD INC      VENDOR     
5000000891 HOROWITZ RAE                      VENDOR     
5000000892RRD - BANTA COMPANY                VENDOR     
5000000893 PARKER POLYCHROME                 VENDOR     
5000000894 PETERSEN WAREHOUSE                VENDOR     
5000000895RC2 Brands Inc.                    VENDOR     
5000000896 MERIDIAN PRINTING                 VENDOR     
5000000897 NELSON CANADA                     VENDOR     
5000000898EGMONT CHILDRENS BOOKS             VENDOR     
5000000899 WINTOR-SWAN ASSOCIATES  INC       VENDOR     
5000000900THE RIVERSIDE PUBLISHING COMPANY   VENDOR     
5000000901 LANDMARK IMPRESSIONS              VENDOR     
5000000902 FISHER-PRICE                      VENDOR     
5000000903SCIENCE KIT & BOREAL LABORATORIES  VENDOR     
5000000904 LARAMIE/TAK-A-TOY                 VENDOR     
5000000905 MASTER GRAPHICS                   VENDOR     
5000000906 MCCRORY & ASSOCIATES              VENDOR     
5000000907MERRYMAKERS INC                    VENDOR     
5000000908RRD-REYNOSA/MCALLEN                VENDOR     
5000000909BIND-RITE ROBBINSVILLE LLC         VENDOR     
5000000910 MAYFIELD PUBLISHING COMPANY       VENDOR     
5000000911RR  DONNELLEY & SONS               VENDOR     
5000000912 RAYTHEON SERVICE COMPANY          VENDOR     
5000000913THE DB HESS COMPANY                VENDOR     
5000000914RRD-JEFFERSON CITY                 VENDOR     
5000000915LAROUSSE KINGFISHER CHAMBERS  INC  VENDOR     
5000000916 PEARSON  WHSE CR / NCS            VENDOR     
5000000917BECKLEY CARDY                      VENDOR     
5000000918RRD-ROANOKE/SALEM                  VENDOR     
5000000919 BUXTON SKINNER PRINTING COMPANY   VENDOR     
5000000920RRD-JOHNSON CITY                   VENDOR     
5000000921 QUEST GRAPHICS                    VENDOR     
5000000922 Beacon c/o Ballantine             VENDOR     
5000000923 Questar                           VENDOR     
5000000924DATA RECOGNITION CORPORATION       VENDOR     
5000000925 Infinity                          VENDOR     
5000000926ODYSSEY PRESS INC                  VENDOR     
5000000927 RR DONNELLEY                      VENDOR     
5000000928RRD-OWENSVILLE                     VENDOR     
5000000929 PACKAGING PARTNERS                VENDOR     
5000000930RRD-ALLENTOWN                      VENDOR     
5000000931SCHOLASTIC, INC.                   VENDOR     
5000000932 PRINTING SOURCES, INC.            VENDOR     
5000000933Wing King Tong Co. Ltd.            VENDOR     
5000000934CLE INTERNATIONAL                  VENDOR     
5000000935THE DINGLEY PRESS                  VENDOR     
5000000936 Unimac Graphics                   VENDOR     
5000000937 CCI-Earobics                      VENDOR     
5000000938BANTA NORKA                        VENDOR     
5000000939 Banta Publications                VENDOR     
5000000940RRD-ASIA PRINTING SOLUTIONS        VENDOR     
5000000941RT ASSOCIATES INC                  VENDOR     
5000000942NCS PEARSON INC                    VENDOR     
5000000943INSPIRATION SOFTWARE INC           VENDOR     
5000000944LARSON TEXTS INC                   VENDOR     
5000000945RRD-GM-INTL ONLY                   VENDOR     
5000000946 ARCATA GRAPHICS/HALLIDAY          VENDOR     
5000000947 MEEHAN TOOKER                     VENDOR     
5000000948 HOUGHTON MIFFLIN COMPANY          VENDOR     
5000000949 HART DISTRIBUTION SERVICES        VENDOR     
5000000950 RINGIER AMERICA                   VENDOR     
5000000951 HARVARD PRINTING                  VENDOR     
5000000952 CONSOLIDATED PRESS  INC           VENDOR     
5000000953 NORTHEAST GRAPHICS                VENDOR     
5000000954MAZER                              VENDOR     
5000000955 CAPITAL CITY PRESS                VENDOR     
5000000956RRD-ELDRIDGE                       VENDOR     
5000000961FUN EXPRESS INC                    VENDOR     
5000000962PC NATION                          VENDOR     
5000000966PACKAGING CONSULTING INC           VENDOR     
5000000967UNIVERSAL WILDE                    VENDOR     
5000000968PACKAGING FULFILLMENT              VENDOR     
5000000969LEXINGTON GRAPHICS                 VENDOR     
5000000971BANTAM DOUBLEDAY DELL              VENDOR     
5000000972EDWARDS BROTHERS INC               VENDOR     
5000000973SONYBMG MUSIC ENTERTAINMENT        VENDOR     
5000000974SONY MUSIC SPECIAL PRODUCTS        VENDOR     
5000000975BANTA PACKAGING AND FULFILLMENT    VENDOR     
5000000976R R  DONNELLEY & SONS              VENDOR     
5000000977ACME BOOKBINDING                   VENDOR     
5000000978ACME PRNTING COMPANY               VENDOR     
5000000979ACME UNITED CORP                   VENDOR     
5000000980AMHERST LABEL                      VENDOR     
5000000981ANDERSON LOCK CO LTD               VENDOR     
5000000982RRD-HARRISONBURG SOUTH             VENDOR     
5000000983RRD-BANTA -SPANISH FORK            VENDOR     
5000000984RRD-SHAKOPEE                       VENDOR     
5000000985BATAVIA CONTAINER INC              VENDOR     
5000000986BEACON PRESS                       VENDOR     
5000000987BECKLEY CARDY                      VENDOR     
5000000988BELMARK INC                        VENDOR     
5000000989BR PRINTERS CB                     VENDOR     
5000000990BRADFORD & BIGELOW INC             VENDOR     
5000000991BROOK & WHITTLE LTD                VENDOR     
5000000992BURT RIGID BOX INC                 VENDOR     
5000000993CAMBRIDGE SOFT CO                  VENDOR     
5000000994CEV MULTIMEDIA                     VENDOR     
5000000995COMBINED TECH INC                  VENDOR     
5000000996COMMERCIAL COMM- CCI               VENDOR     
5000000997CONTAINER SERVICE CORP             VENDOR     
5000000998CREATIVE GRAPHICS INC              VENDOR     
5000000999CREATIVE LEARNING                  VENDOR     
5000001000CROSSMEDIA                         VENDOR     
5000001001CYCLE INC                          VENDOR     
5000001002DAHLSTROM DISPLAY INC              VENDOR     
5000001003THE DB HESS COMPANY                VENDOR     
5000001004DIVERSA GRAPHICS                   VENDOR     
5000001005DOMAIN COMMUNICATIONS              VENDOR     
5000001006DS GRAPHICS                        VENDOR     
5000001007EDUCATIONAL VIDEO GROUP            VENDOR     
5000001008EDUCATORS PUBLISHING SERVICES      VENDOR     
5000001009EDWARDS BROTHERS                   VENDOR     
5000001010ELSEVIER SCIENCE                   VENDOR     
5000001011ERIC ARMIN INC                     VENDOR     
5000001012EVATONE                            VENDOR     
